Namespace,mean,median,max,min,var,Thread,Action
PlanCPUUsage,0.008017431891038252,0.0081966560208035,0.0083088312901483,0.0073841618092828,1.0563578391874211e-07,100,type2
StorageCPUUsage,0.00604738375983066,0.0061594416306948,0.0065059977595446,0.0055468883746604,7.759621648615856e-08,100,type2
CPUUsage,0.0036817423618744414,0.0037196360805086,0.0039308585591706,0.003418842781764,2.4810239962662707e-08,100,type3
AuthCPUUsage,0.0036817423618744414,0.0037196360805086,0.0039308585591706,0.003418842781764,2.4810239962662707e-08,100,type3
WebsocketCPUUsage,0.007021707596407393,0.0070309139533579,0.0073845428005091,0.0064138052422555,6.455969892946415e-08,100,type3
WebGatewayCPUUsage,0.27650422369751515,0.2513046348920069,0.5949512182930116,0.0053144418225677,0.038902216768891294,100,type3
JobCPUUsage,0.014780166372812624,0.0149940034266133,0.0150567467076703,0.0139380753478172,1.873071062810694e-07,100,type3
UserProfileCPUUsage,0.06028754827591,0.0680748679774734,0.1128080349367511,0.0093566550824194,0.001321197737571317,100,type3
UserPreferenceCPUUsage,0.07280366857030898,0.0758037608920383,0.1247274609291104,0.0066230112404992,0.001826610000678246,100,type3
OrganizationCPUUsage,0.09706100176745153,0.0888179398430491,0.1731867876905736,0.0099270637712592,0.0040306985693914004,100,type3
TeamCPUUsage,0.13441658135741552,0.1193913801497934,0.2496973234163755,0.0097900919274867,0.006582853351122876,100,type3
PlanCPUUsage,0.008672608632323147,0.0087581209684008,0.0093227976194051,0.0078031336601407,1.4204377240665548e-07,100,type3
StorageCPUUsage,0.006691859687307206,0.0067166521969666,0.0076364341837229,0.0059209024979553,2.3617286758703192e-07,100,type3
