Namespace,Action,10_CPU,50_CPU,100_CPU,Thread50/Thread10_CPU,Thread100/Thread50_CPU,10_Memory,50_Memory,100_Memory,Thread50/Thread10_Memory,Thread100/Thread50_Memory,Thread50/Thread10_Ratio,Thread100/Thread50_Ratio
OrganizationUsage,create_file_object,0.3500164093869319,0.2787494958395127,0.3191357043263353,0.7963897930607136,1.1448835211887687,12288.0,24854528.0,30998528.0,2022.6666666666667,1.2471984179301252,0.00039373259380061647,0.9179642186275698
OrganizationUsage,create_organization,0.3494880639104071,0.3588530698318974,0.4179192255486979,1.026796354120669,1.1645970473220968,54394880.0,8437760.0,49262592.0,0.15512048192771086,5.838349514563107,6.6193473702536325,0.19947367734959004
OrganizationUsage,create_user_profile,0.3173543177903775,0.3165138558465927,0.2922792486717995,0.9973516605993055,0.9234327132062768,44908544.0,40960.0,270336.0,0.0009120758847136082,6.6,1093.4963606810784,0.1399140474554965
PlanUsage,create_file_object,0.0085244782573069,0.0078894950752444,0.0088160938665088,0.925510610397978,1.1174471601068456,8192.0,8192.0,20480.0,1.0,2.5,0.925510610397978,0.44697886404273823
PlanUsage,create_organization,0.0088132470267665,0.008772451246295,0.0092877191582195,0.9953710839662613,1.058737050507077,40960.0,12288.0,12288.0,0.3,1.0,3.3179036132208712,1.058737050507077
PlanUsage,create_user_profile,0.0085629334819865,0.0082717024914508,0.0089096581375838,0.9659893433543132,1.077125071506423,20480.0,12288.0,253952.0,0.6,20.666666666666668,1.6099822389238554,0.05211895507289143
StorageUsage,create_file_object,0.0605496340699226,0.1498587488452221,0.3143784934661046,2.4749736500829305,2.097832097816342,3751936.0,5812224.0,31039488.0,1.5491266375545851,5.340380549682875,1.5976574090739706,0.39282445853805614
StorageUsage,create_organization,0.0043802381890515,0.0035881978676351,0.0045018059886584,0.8191787096427492,1.254614755017799,73728.0,12288.0,8192.0,0.16666666666666666,0.6666666666666666,4.915072257856496,1.8819221325266986
StorageUsage,create_user_profile,0.043564545448747,0.0033802107772889,0.2031720228930768,0.0775908652889691,60.10631770603105,1052672.0,12288.0,12468224.0,0.011673151750972763,1014.6666666666666,6.646950793088353,0.05923750102434072
TeamUsage,create_file_object,0.016765890021944,0.0797109379234748,0.0189378412382594,4.7543517116684715,0.23758146286574078,102400.0,12288.0,106496.0,0.12,8.666666666666666,39.61959759723727,0.027413245715277784
TeamUsage,create_organization,0.0548033485982895,0.0564448745446931,0.0167171906669238,1.0299530227329,0.29616844402208947,8192.0,8192.0,176128.0,1.0,21.5,1.0299530227329,0.013775276466143696
TeamUsage,create_user_profile,0.0075918576336171,0.0697586250906455,0.0773736415753542,9.188610806102455,1.1091623648661886,8192.0,8192.0,217088.0,1.0,26.5,9.188610806102455,0.041855183579856174
UserPreferenceUsage,create_file_object,0.0052548176501325,0.0073545506554236,0.0052403592343863,1.399582467954555,0.7125328901666899,0.0,385024.0,12288.0,inf,0.031914893617021274,0.0,22.326030558556283
UserPreferenceUsage,create_organization,0.0051106038524345,0.0059978001178284,0.0055933105006194,1.1735991070744554,0.9325603372465416,32768.0,45056.0,61440.0,1.375,1.3636363636363635,0.8535266233268767,0.683877580647464
UserPreferenceUsage,create_user_profile,0.0061324888781463,0.005265045324175,0.0102739416217563,0.8585495104503953,1.9513491317125866,331776.0,0.0,827392.0,0.0,inf,inf,0.0
UserProfileUsage,create_file_object,0.0218216361951302,0.3114542241526146,0.0908118029636139,14.272725535682788,0.2915735152113895,4096.0,6156288.0,1400832.0,1503.0,0.2275449101796407,0.009496158041039779,1.2813888694816329
UserProfileUsage,create_organization,0.0350346692704483,0.3130357336795388,0.1853258667357217,8.935027508411048,0.5920278319581357,118784.0,22982656.0,31371264.0,193.48275862068965,1.3649973266797362,0.04617996751807528,0.4337208728446402
UserProfileUsage,create_user_profile,0.1707072555732816,0.3594384395283982,0.4194583553516526,2.105583844818463,1.1669824627048895,3006464.0,39215104.0,72658944.0,13.043596730245232,1.8528305828284939,0.16142662858750279,0.6298376513860201
