Namespace,mean,median,max,min,var,Thread,Action
CPUUsage,84.78537594444444,84.763984,85.031789,84.581651,0.016864315738512006,10,create_user_profile
AuthCPUUsage,84.78537594444444,84.763984,85.031789,84.581651,0.016864315738512006,10,create_user_profile
WebsocketCPUUsage,578.3471899166666,578.879452,605.953899,552.622272,236.9497672984894,10,create_user_profile
WebGatewayCPUUsage,289.9379844166667,290.039757,293.268257,286.267172,4.242729175433384,10,create_user_profile
JobCPUUsage,766.3515153055556,767.087976,775.499283,756.19239,40.50262701927686,10,create_user_profile
UserProfileCPUUsage,321.42729519444447,322.395029,335.931404,305.341285,82.2415518476104,10,create_user_profile
UserPreferenceCPUUsage,128.13301911111117,128.166056,128.586578,127.566204,0.09607961058472997,10,create_user_profile
OrganizationCPUUsage,792.3978821111111,792.861893,819.913881,763.789974,287.47264136865886,10,create_user_profile
TeamCPUUsage,297.11996225,297.1134905,297.860759,296.505307,0.16666841710201338,10,create_user_profile
PlanCPUUsage,218.67551161111112,218.727329,219.437745,217.971519,0.20103611415744752,10,create_user_profile
StorageCPUUsage,182.65561133333333,182.652957,182.9739,182.329455,0.03969679120851245,10,create_user_profile
CPUUsage,84.14124627777777,84.150692,84.331498,83.910026,0.018201659882606663,10,create_file_object
AuthCPUUsage,84.14124627777777,84.150692,84.331498,83.910026,0.018201659882606663,10,create_file_object
WebsocketCPUUsage,516.9690249166666,517.123789,543.972397,492.327428,233.96190550186836,10,create_file_object
WebGatewayCPUUsage,282.16724247222226,282.337294,285.535314,277.394564,5.473834611004247,10,create_file_object
JobCPUUsage,742.523707,742.3508795,752.000569,733.298775,35.856976756736564,10,create_file_object
UserProfileCPUUsage,304.24654949999996,304.19932600000004,305.007645,303.571218,0.20498270742517224,10,create_file_object
UserPreferenceCPUUsage,126.88937561111112,126.898282,127.280742,126.450674,0.0689142174276732,10,create_file_object
OrganizationCPUUsage,724.7784911944445,726.915036,751.138509,694.993142,279.70132324306303,10,create_file_object
TeamCPUUsage,295.4643749166666,295.540513,296.147173,294.588308,0.20797533978328162,10,create_file_object
