EventType,StartTime,ReceivedDatetime,TotalTime,LastActionCode,JobId,LastActionSuccess,LastActionDatetime,ProcessStartDatetime,ActionDatetime
JOB_PROCESSED,2025-01-20T20:40:46.491168679+09:00,2025-01-20T20:40:47.955247105+09:00,1464ms,VALIDATE_TEAM,a2022282a0816318e887c88554100009,true,2025-01-20T11:40:46.469204986,,2025-01-20T11:40:46.469204986
JOB_PROCESSED,2025-01-20T20:40:46.491168679+09:00,2025-01-20T20:40:48.943281109+09:00,2452ms,VALIDATE_ORGANIZATION_AND_ORGANIZATION_USER_EXIST,a2022282a0816318e887c88554100009,true,2025-01-20T11:40:47.408201745,,2025-01-20T11:40:47.408201745
JOB_SUCCESS,2025-01-20T20:40:46.491168679+09:00,2025-01-20T20:40:49.964013829+09:00,3472ms,VALIDATE_ORGANIZATION_AND_ORGANIZATION_USER_EXIST,a2022282a0816318e887c88554100009,true,2025-01-20T11:40:47.408201745,2025-01-20T11:40:46.467894156,2025-01-20T11:40:49.401984698
JOB_PROCESSED,2025-01-20T20:40:46.491168679+09:00,2025-01-20T20:40:49.964207733+09:00,3473ms,CREATE_TEAM_AND_ADD_INITIAL_TEAM_USER,a2022282a0816318e887c88554100009,true,2025-01-20T11:40:48.400879481,,2025-01-20T11:40:48.400879481
