Namespace,mean,median,max,min,var,Thread,Action
OrganizationCPUUsage,0.23962881381905138,0.23603941742670248,0.2922792486717995,0.1942243233892448,0.0006660735849138713,100,create_user_profile
TeamCPUUsage,0.06318009703687695,0.0670828627797629,0.0773736415753542,0.0337978362246694,0.00016121571238709,100,create_user_profile
PlanCPUUsage,0.008414732753710488,0.0084862235073599,0.0089096581375838,0.0073561705555554,1.6359353022213923e-07,100,create_user_profile
StorageCPUUsage,0.06226761272147516,0.03778774586606405,0.2031720228930768,0.0038173656447311,0.004601730351289508,100,create_user_profile
CPUUsage,0.005433948776822014,0.0058910015959891,0.0066412671986139,0.0034877559554005,1.1514610623040434e-06,100,create_file_object
AuthCPUUsage,0.005433948776822014,0.0058910015959891,0.0066412671986139,0.0034877559554005,1.1514610623040434e-06,100,create_file_object
WebsocketCPUUsage,0.29950059948533814,0.3002339385022803,0.3318131956649088,0.2692758850663749,0.000257515419517613,100,create_file_object
WebGatewayCPUUsage,0.13951954839745606,0.13172900730556447,0.2591192186776488,0.0227081168543588,0.0057389083455347675,100,create_file_object
JobCPUUsage,0.2115080246339458,0.19184454761695385,0.3819361784872381,0.0933824391097399,0.008447776009248264,100,create_file_object
UserProfileCPUUsage,0.03458993207726936,0.02473492164833085,0.0908118029636139,0.0080256877565227,0.0008129549953560047,100,create_file_object
UserPreferenceCPUUsage,0.004991439229997747,0.0050543319197692,0.0052403592343863,0.0045752280018505,3.481158872122123e-08,100,create_file_object
OrganizationCPUUsage,0.3102951388174195,0.3148914513524427,0.3191357043263353,0.2828799130195008,0.00010465103088720309,100,create_file_object
TeamCPUUsage,0.009443607863443905,0.00765231725013305,0.0189378412382594,0.006955136335723,1.070422994322027e-05,100,create_file_object
PlanCPUUsage,0.008474118437643516,0.0086120690726904,0.0088160938665088,0.0077808739484873,1.1072080267272568e-07,100,create_file_object
StorageCPUUsage,0.16289395314969257,0.166208427756235,0.3143784934661046,0.0033670908894562,0.009930479953015353,100,create_file_object
CPUUsage,0.002872049922005722,0.0029147187728268,0.0031391227155344,0.0021386412542268,5.4172965741174743e-08,100,create_organization
AuthCPUUsage,0.002872049922005722,0.0029147187728268,0.0031391227155344,0.0021386412542268,5.4172965741174743e-08,100,create_organization
WebsocketCPUUsage,0.14052835659786952,0.1413201228953263,0.1518093466507835,0.1188226554038186,7.559385850654273e-05,100,create_organization
WebGatewayCPUUsage,0.2507741187213582,0.23976760900753447,0.3789134354971259,0.0898323154542181,0.006485633795837597,100,create_organization
JobCPUUsage,0.2524087671937017,0.2345449247619278,0.3807139445866513,0.1792085667035542,0.003662557135324517,100,create_organization
UserProfileCPUUsage,0.10910657812951303,0.08622429515609575,0.1853258667357217,0.0644304380743217,0.0014132929399752142,100,create_organization
UserPreferenceCPUUsage,0.005358354806276922,0.0053847361305732,0.0055933105006194,0.0050538904611938,2.368300867216382e-08,100,create_organization
OrganizationCPUUsage,0.3153817147622951,0.31726731939654096,0.4179192255486979,0.234660641150282,0.003011014053325493,100,create_organization
TeamCPUUsage,0.016079102678733616,0.0163662189074169,0.0167171906669238,0.0140311468806926,4.160530912760859e-07,100,create_organization
PlanCPUUsage,0.008468818099120777,0.008652964174849849,0.0092877191582195,0.0073584226077156,3.7872496122135924e-07,100,create_organization
StorageCPUUsage,0.004132830235234558,0.0042590312727827,0.0045018059886584,0.0033773055555555,1.1851793658717622e-07,100,create_organization
